datetime,count
2011-01-20 00:00:00,14.48
2011-01-20 01:00:00,6.18
2011-01-20 02:00:00,6.75
2011-01-20 03:00:00,3.52
2011-01-20 04:00:00,2.53
2011-01-20 05:00:00,16.19
2011-01-20 06:00:00,55.64
2011-01-20 07:00:00,146.79
2011-01-20 08:00:00,292.43
2011-01-20 09:00:00,182.47
2011-01-20 10:00:00,113.41
2011-01-20 11:00:00,121.61
2011-01-20 12:00:00,145.49
2011-01-20 13:00:00,132.6
2011-01-20 14:00:00,140.82
2011-01-20 15:00:00,154.65
2011-01-20 16:00:00,142.38
2011-01-20 17:00:00,226.83
2011-01-20 18:00:00,220.27
2011-01-20 19:00:00,205.17
2011-01-20 20:00:00,120.7
2011-01-20 21:00:00,82.52
2011-01-20 22:00:00,64.48
2011-01-20 23:00:00,40.23
2011-01-21 00:00:00,14.81
2011-01-21 01:00:00,6.84
2011-01-21 02:00:00,5.57
2011-01-21 03:00:00,3.45
2011-01-21 04:00:00,2.85
2011-01-21 05:00:00,12.03
2011-01-21 06:00:00,52.97
2011-01-21 07:00:00,132.06
2011-01-21 08:00:00,220.76
2011-01-21 09:00:00,139.27
2011-01-21 10:00:00,107.34
2011-01-21 11:00:00,112.58
2011-01-21 12:00:00,116.66
2011-01-21 13:00:00,118.25
2011-01-21 14:00:00,117.48
2011-01-21 15:00:00,115.48
2011-01-21 16:00:00,121.27
2011-01-21 17:00:00,210.63
2011-01-21 18:00:00,192.8
2011-01-21 19:00:00,176.84
2011-01-21 20:00:00,103.28
2011-01-21 21:00:00,72.87
2011-01-21 22:00:00,52.11
2011-01-21 23:00:00,32.2
2011-01-22 00:00:00,40.48
2011-01-22 01:00:00,28.31
2011-01-22 02:00:00,32.4
2011-01-22 03:00:00,15.4
2011-01-22 04:00:00,3.35
2011-01-22 06:00:00,6.65
2011-01-22 07:00:00,36.44
2011-01-22 08:00:00,63.16
2011-01-22 09:00:00,85.72
2011-01-22 10:00:00,110.01
2011-01-22 11:00:00,126.94
2011-01-22 12:00:00,130.85
2011-01-22 13:00:00,152.26
2011-01-22 14:00:00,148.51
2011-01-22 15:00:00,149.1
2011-01-22 16:00:00,139.66
2011-01-22 17:00:00,115.01
2011-01-22 18:00:00,96.38
2011-01-22 19:00:00,93.34
2011-01-22 20:00:00,67.68
2011-01-22 21:00:00,61.6
2011-01-22 22:00:00,46.02
2011-01-22 23:00:00,24.78
2011-01-23 00:00:00,37.11
2011-01-23 01:00:00,29.76
2011-01-23 02:00:00,28.46
2011-01-23 03:00:00,20.19
2011-01-23 05:00:00,4.03
2011-01-23 06:00:00,6.87
2011-01-23 07:00:00,30.64
2011-01-23 08:00:00,64.99
2011-01-23 09:00:00,83.24
2011-01-23 10:00:00,105.81
2011-01-23 11:00:00,116.97
2011-01-23 12:00:00,143.64
2011-01-23 13:00:00,163.23
2011-01-23 14:00:00,153.45
2011-01-23 15:00:00,154.37
2011-01-23 16:00:00,149.37
2011-01-23 17:00:00,130.07
2011-01-23 18:00:00,110.1
2011-01-23 19:00:00,115.28
2011-01-23 20:00:00,63.47
2011-01-23 21:00:00,63.78
2011-01-23 22:00:00,51.68
2011-01-23 23:00:00,33.07
2011-01-24 00:00:00,13.05
2011-01-24 01:00:00,6.13
2011-01-24 03:00:00,2.38
2011-01-24 04:00:00,2.08
2011-01-24 05:00:00,12.29
2011-01-24 06:00:00,50.73
2011-01-24 07:00:00,146.91
2011-01-24 08:00:00,272.94
2011-01-24 09:00:00,172.29
2011-01-24 10:00:00,108.36
2011-01-24 11:00:00,107.17
2011-01-24 12:00:00,105.92
2011-01-24 13:00:00,107.48
2011-01-24 14:00:00,107.5
2011-01-24 15:00:00,105.43
2011-01-24 16:00:00,104.24
2011-01-24 17:00:00,149.96
2011-01-24 18:00:00,137.28
2011-01-24 19:00:00,116.65
2011-01-24 20:00:00,74.91
2011-01-24 21:00:00,57.96
2011-01-24 22:00:00,40.36
2011-01-24 23:00:00,37.56
2011-01-25 00:00:00,10.22
2011-01-25 01:00:00,5.45
2011-01-25 02:00:00,3.42
2011-01-25 04:00:00,1.98
2011-01-25 05:00:00,14.49
2011-01-25 06:00:00,46.63
2011-01-25 07:00:00,123.36
2011-01-25 08:00:00,302.26
2011-01-25 09:00:00,201.04
2011-01-25 10:00:00,106.81
2011-01-25 11:00:00,103.82
2011-01-25 12:00:00,110.82
2011-01-25 13:00:00,105.1
2011-01-25 14:00:00,147.9
2011-01-25 15:00:00,155.81
2011-01-25 16:00:00,175.23
2011-01-25 17:00:00,238.85
2011-01-25 18:00:00,222.27
2011-01-25 19:00:00,185.44
2011-01-25 20:00:00,109.96
2011-01-25 21:00:00,83.6
2011-01-25 22:00:00,57.15
2011-01-25 23:00:00,32.74
2011-01-26 00:00:00,13.44
2011-01-26 01:00:00,6.6
2011-01-26 02:00:00,4.75
2011-01-26 05:00:00,11.86
2011-01-26 06:00:00,52.58
2011-01-26 07:00:00,132.34
2011-01-26 08:00:00,239.57
2011-01-26 09:00:00,148.05
2011-01-26 10:00:00,98.3
2011-01-26 11:00:00,99.49
2011-01-26 12:00:00,100.46
2011-01-26 13:00:00,101.94
2011-01-26 14:00:00,101.9
2011-01-26 15:00:00,99.5
2011-01-26 16:00:00,101.99
2011-01-26 17:00:00,156.23
2011-01-27 16:00:00,105.89
2011-01-27 17:00:00,150.98
2011-01-27 18:00:00,141.63
2011-01-27 19:00:00,122.35
2011-01-27 20:00:00,79.16
2011-01-27 21:00:00,54.28
2011-01-27 22:00:00,48.04
2011-01-27 23:00:00,32.8
2011-01-28 00:00:00,14.38
